Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
ak,10837866,2,"Tuesday, November  5, 2013 05:41:25 UTC",61.6353,-150.9376,2.5,68.10,51,"Southern Alaska"
uw,60623612,3,"Tuesday, November  5, 2013 05:40:49 UTC",48.6028,-123.0808,2.3,12.50,35,"San Juan Islands region, Washington"
pr,13309002,0,"Tuesday, November  5, 2013 05:12:43 UTC",19.0711,-64.8277,2.6,28.00, 5,"Virgin Islands region"
pr,13309001,0,"Tuesday, November  5, 2013 05:11:42 UTC",19.0533,-64.8054,3.1,41.00,10,"Virgin Islands region"
pr,13309000,0,"Tuesday, November  5, 2013 04:42:21 UTC",19.0084,-64.7246,3.1,57.00, 9,"Virgin Islands region"
nc,72102921,2,"Tuesday, November  5, 2013 04:21:27 UTC",37.9537,-119.6605,1.7,0.00,16,"Central California"
nc,72101341,1,"Tuesday, November  5, 2013 04:11:05 UTC",38.8128,-122.8278,1.7,2.50,32,"Northern California"
ak,10837854,2,"Tuesday, November  5, 2013 04:08:06 UTC",63.4918,-150.8810,1.1,16.80,17,"Central Alaska"
ci,11387682,5,"Tuesday, November  5, 2013 04:07:49 UTC",33.3488,-116.4077,1.3,9.70,40,"Southern California"
ak,10837851,2,"Tuesday, November  5, 2013 04:06:35 UTC",61.6322,-149.1318,1.7,29.70,40,"Southern Alaska"
nc,72101326,0,"Tuesday, November  5, 2013 03:55:50 UTC",38.8198,-122.8232,1.0,3.20,18,"Northern California"
uw,60623552,3,"Tuesday, November  5, 2013 03:36:54 UTC",47.9585,-124.1653,1.4,32.40,24,"Olympic Peninsula, Washington"
ak,10837843,2,"Tuesday, November  5, 2013 03:17:15 UTC",60.5957,-151.3929,1.6,20.00,29,"Kenai Peninsula, Alaska"
nc,72101301,1,"Tuesday, November  5, 2013 03:16:06 UTC",38.8392,-122.8390,1.4,2.10,27,"Northern California"
ci,11387674,5,"Tuesday, November  5, 2013 03:13:42 UTC",34.2483,-117.4750,1.7,13.80,49,"Southern California"
hv,60587026,1,"Tuesday, November  5, 2013 03:12:12 UTC",19.0230,-155.4102,2.1,38.90,16,"Island of Hawaii, Hawaii"
hv,60587021,1,"Tuesday, November  5, 2013 03:09:09 UTC",19.1558,-155.3465,2.2,42.60,24,"Island of Hawaii, Hawaii"
hv,60587016,1,"Tuesday, November  5, 2013 03:05:33 UTC",19.1065,-155.4453,2.6,36.30,32,"Island of Hawaii, Hawaii"
hv,60587006,1,"Tuesday, November  5, 2013 03:03:32 UTC",19.0852,-155.4487,2.6,41.40,37,"Island of Hawaii, Hawaii"
ak,10837835,2,"Tuesday, November  5, 2013 03:02:35 UTC",59.3265,-152.6868,2.0,71.30,38,"Southern Alaska"
ak,10840908,2,"Tuesday, November  5, 2013 02:47:11 UTC",60.9047,-147.2434,1.4,21.80,15,"Southern Alaska"
nc,72101276,0,"Tuesday, November  5, 2013 02:21:57 UTC",38.7853,-122.8245,1.0,10.60,18,"Northern California"
ci,11387666,4,"Tuesday, November  5, 2013 02:21:30 UTC",33.4902,-116.7620,1.3,9.00,48,"Southern California"
ci,11387650,5,"Tuesday, November  5, 2013 02:09:48 UTC",34.2472,-117.4697,1.2,13.80,25,"Southern California"
nc,72101266,1,"Tuesday, November  5, 2013 02:00:44 UTC",36.5667,-121.1603,2.8,3.10,43,"Central California"
uw,60623542,3,"Tuesday, November  5, 2013 01:56:09 UTC",46.4648,-122.4115,2.1,13.40,49,"Washington"
hv,60586971,1,"Tuesday, November  5, 2013 01:56:00 UTC",19.4255,-155.2825,1.9,10.90,33,"Island of Hawaii, Hawaii"
nc,72101261,0,"Tuesday, November  5, 2013 01:55:51 UTC",37.5407,-118.8710,1.0,8.20,12,"Central California"
uu,60043687,2,"Tuesday, November  5, 2013 01:47:53 UTC",38.9587,-111.3983,1.2,3.40, 7,"Utah"
ci,11387626,2,"Tuesday, November  5, 2013 01:30:09 UTC",35.0573,-118.3833,1.4,0.00,10,"Southern California"
ci,11387618,4,"Tuesday, November  5, 2013 01:17:44 UTC",35.0602,-118.3440,1.0,3.90,15,"Southern California"
ci,11387610,4,"Tuesday, November  5, 2013 01:16:53 UTC",35.0635,-118.3455,1.1,2.90,16,"Southern California"
hv,60586951,1,"Tuesday, November  5, 2013 01:03:39 UTC",19.2927,-155.4103,1.8,32.80,36,"Island of Hawaii, Hawaii"
ak,10840907,2,"Tuesday, November  5, 2013 00:24:37 UTC",67.6120,-145.7497,1.8,21.80, 8,"northern Alaska"
nc,72101246,1,"Tuesday, November  5, 2013 00:23:09 UTC",36.5637,-121.1580,2.7,3.00,37,"Central California"
mb,29500,1,"Tuesday, November  5, 2013 00:20:57 UTC",44.8326,-111.4668,1.1,10.20, 6,"western Montana"
ak,10837798,2,"Tuesday, November  5, 2013 00:03:59 UTC",64.9900,-147.3444,1.0,0.00, 8,"Central Alaska"
ak,10837697,1,"Monday, November  4, 2013 23:22:52 UTC",61.3573,-150.0027,2.0,34.50, 9,"Southern Alaska"
ak,10837692,1,"Monday, November  4, 2013 23:16:58 UTC",61.6006,-148.2757,1.8,16.00,13,"Southern Alaska"
hv,60586931,1,"Monday, November  4, 2013 22:59:43 UTC",19.2473,-155.4783,1.7,8.10,58,"Island of Hawaii, Hawaii"
uu,60043662,2,"Monday, November  4, 2013 22:57:22 UTC",44.6502,-110.4287,1.6,4.70, 8,"Yellowstone National Park, Wyoming"
ak,10837678,1,"Monday, November  4, 2013 22:39:53 UTC",63.3944,-147.5288,1.8,11.40,10,"Central Alaska"
ci,11387578,6,"Monday, November  4, 2013 22:29:43 UTC",34.2077,-117.0138,3.0,7.40,125,"Southern California"
ci,11387562,4,"Monday, November  4, 2013 21:36:13 UTC",34.2757,-116.9740,1.1,9.30,41,"Southern California"
nc,72101171,2,"Monday, November  4, 2013 21:28:56 UTC",41.2112,-122.1097,2.0,6.40,26,"Northern California"
ak,10837645,1,"Monday, November  4, 2013 21:25:34 UTC",62.3247,-145.0535,2.1,0.00, 5,"Central Alaska"
nc,72101156,2,"Monday, November  4, 2013 21:18:13 UTC",41.2130,-122.1028,1.7,6.60,12,"Northern California"
nc,72101146,0,"Monday, November  4, 2013 20:55:13 UTC",37.4692,-118.8443,1.3,8.70,20,"Central California"
nc,72101141,0,"Monday, November  4, 2013 20:54:48 UTC",37.4690,-118.8447,1.3,8.50,18,"Central California"
uw,60623317,1,"Monday, November  4, 2013 20:06:07 UTC",49.4278,-120.4765,2.3,0.00,13,"British Columbia, Canada"
ci,11387538,4,"Monday, November  4, 2013 20:05:46 UTC",34.6250,-117.1135,1.1,0.00,20,"Southern California"
ci,11387530,4,"Monday, November  4, 2013 19:34:44 UTC",35.0613,-118.3510,1.1,3.40,12,"Southern California"
ci,11387514,2,"Monday, November  4, 2013 19:22:58 UTC",35.0317,-117.6790,1.5,0.00,25,"Southern California"
ci,11387490,5,"Monday, November  4, 2013 19:12:21 UTC",32.6653,-115.7237,1.5,10.20,32,"Southern California"
ak,10837588,2,"Monday, November  4, 2013 19:04:15 UTC",61.6613,-150.2216,2.3,38.40,34,"Southern Alaska"
ak,10837585,1,"Monday, November  4, 2013 19:02:12 UTC",61.5912,-149.7880,2.0,36.60,13,"Southern Alaska"
nc,72101106,1,"Monday, November  4, 2013 18:56:35 UTC",38.8117,-122.8102,1.6,2.70,30,"Northern California"
uw,60623217,1,"Monday, November  4, 2013 18:42:49 UTC",48.5327,-121.6567,1.1,6.70, 9,"Washington"
ci,11387482,5,"Monday, November  4, 2013 18:25:03 UTC",35.0598,-118.3467,1.8,3.70,34,"Southern California"
nc,72101081,0,"Monday, November  4, 2013 18:16:20 UTC",36.8332,-121.5680,1.5,3.20,18,"Central California"
nc,72101076,0,"Monday, November  4, 2013 17:57:54 UTC",37.5492,-118.4385,1.8,7.70,12,"Central California"
nc,72101061,1,"Monday, November  4, 2013 17:49:34 UTC",38.8225,-122.8080,1.5,3.10,31,"Northern California"
ak,10837555,2,"Monday, November  4, 2013 17:44:55 UTC",62.4256,-151.4220,1.9,85.80,11,"Central Alaska"
ak,10837546,2,"Monday, November  4, 2013 17:37:05 UTC",57.2003,-149.9448,3.3,45.60,52,"Gulf of Alaska"
ak,10837542,1,"Monday, November  4, 2013 17:33:35 UTC",63.3540,-151.7107,1.6,2.90, 8,"Central Alaska"
ci,11387466,8,"Monday, November  4, 2013 17:20:58 UTC",35.0588,-118.3493,2.0,4.40,25,"Southern California"
ci,11387458,4,"Monday, November  4, 2013 17:19:56 UTC",33.9500,-115.9902,1.2,10.90,15,"Southern California"
ci,11387450,5,"Monday, November  4, 2013 17:14:14 UTC",32.9100,-116.2700,1.6,6.60,40,"Southern California"
ci,11387442,4,"Monday, November  4, 2013 17:13:06 UTC",34.0532,-117.3417,1.2,2.50,23,"Greater Los Angeles area, California"
ci,11387434,4,"Monday, November  4, 2013 17:05:35 UTC",32.6645,-115.7127,1.4,9.50,16,"Southern California"
nc,72101036,0,"Monday, November  4, 2013 16:53:33 UTC",38.7887,-122.7642,1.4,2.40,21,"Northern California"
ak,10837514,1,"Monday, November  4, 2013 16:31:30 UTC",60.4958,-141.5859,1.5,8.40,11,"Southern Alaska"
ci,11387426,4,"Monday, November  4, 2013 16:24:45 UTC",35.0572,-118.3490,1.3,5.00,15,"Southern California"
nc,72101031,4,"Monday, November  4, 2013 16:10:54 UTC",37.2460,-118.2137,1.5,13.60,12,"Central California"
ak,10837499,2,"Monday, November  4, 2013 15:37:31 UTC",59.5510,-152.2617,2.8,71.50,48,"Southern Alaska"
nc,72101026,4,"Monday, November  4, 2013 15:29:01 UTC",40.5098,-121.6283,1.5,15.00,12,"Northern California"
ak,10837495,1,"Monday, November  4, 2013 15:09:49 UTC",60.4519,-149.6924,1.8,30.10, 9,"Kenai Peninsula, Alaska"
nc,72101016,4,"Monday, November  4, 2013 14:52:25 UTC",37.2573,-118.2320,1.5,13.40,15,"Central California"
ak,10837484,1,"Monday, November  4, 2013 14:38:36 UTC",63.4813,-149.9881,1.9,100.00,20,"Central Alaska"
nc,72101011,1,"Monday, November  4, 2013 14:21:47 UTC",37.5253,-118.8230,1.7,7.00,22,"Central California"
pr,13308004,0,"Monday, November  4, 2013 14:16:42 UTC",17.8705,-67.1800,2.3,5.00, 8,"Puerto Rico region"
ak,10837479,2,"Monday, November  4, 2013 13:45:41 UTC",57.9635,-151.7081,2.3,81.60, 5,"Kodiak Island region, Alaska"
ak,10837476,2,"Monday, November  4, 2013 13:42:51 UTC",66.1315,-148.8739,1.4,2.30, 7,"northern Alaska"
ci,11387394,6,"Monday, November  4, 2013 13:07:18 UTC",34.1337,-117.8985,1.4,13.20,27,"Greater Los Angeles area, California"
nc,72101001,0,"Monday, November  4, 2013 12:48:01 UTC",37.5255,-118.8243,1.3,7.40,15,"Central California"
ci,11387386,4,"Monday, November  4, 2013 12:45:51 UTC",35.6833,-117.6852,1.1,1.50,15,"Southern California"
ak,10837467,1,"Monday, November  4, 2013 11:57:55 UTC",62.3528,-149.5728,1.7,45.80,16,"Central Alaska"
ci,11387370,6,"Monday, November  4, 2013 11:56:31 UTC",33.6968,-116.8127,1.8,17.90,73,"Southern California"
ak,10837464,1,"Monday, November  4, 2013 11:31:38 UTC",60.0177,-142.3667,1.8,23.20, 9,"Southern Alaska"
uw,60622887,3,"Monday, November  4, 2013 11:23:12 UTC",46.5342,-122.2915,1.1,12.20,45,"Washington"
pr,13308006,0,"Monday, November  4, 2013 11:22:24 UTC",18.0065,-67.0674,1.8,9.00, 3,"Puerto Rico"
ak,10837459,1,"Monday, November  4, 2013 10:46:21 UTC",63.0960,-149.2598,1.2,6.50, 9,"Central Alaska"
nc,72100986,0,"Monday, November  4, 2013 10:42:43 UTC",38.8433,-122.7680,1.2,1.80,11,"Northern California"
ak,10837455,1,"Monday, November  4, 2013 10:39:41 UTC",64.2001,-148.8919,1.2,18.10, 4,"Central Alaska"
uw,60622882,3,"Monday, November  4, 2013 10:25:03 UTC",46.5315,-122.2942,1.4,12.40,47,"Washington"
pr,13308005,0,"Monday, November  4, 2013 10:20:54 UTC",19.2980,-67.3515,3.0,18.00, 9,"Puerto Rico region"
ak,10837447,1,"Monday, November  4, 2013 09:50:36 UTC",60.8295,-148.9745,2.0,21.40,14,"Kenai Peninsula, Alaska"
ak,10837443,1,"Monday, November  4, 2013 09:35:37 UTC",62.3652,-147.7202,1.3,18.00, 6,"Central Alaska"
nn,00428325,1,"Monday, November  4, 2013 09:15:52 UTC",38.9469,-118.1350,1.2,12.00, 6,"Nevada"
uu,60043582,2,"Monday, November  4, 2013 08:49:09 UTC",44.2500,-110.7983,1.4,2.80, 8,"Yellowstone National Park, Wyoming"
pr,13308003,0,"Monday, November  4, 2013 08:16:37 UTC",18.0795,-68.1436,3.0,69.00, 6,"Mona Passage, Dominican Republic"
ak,10837437,1,"Monday, November  4, 2013 08:04:41 UTC",61.7225,-150.0718,1.6,33.10, 7,"Southern Alaska"
nc,72100961,0,"Monday, November  4, 2013 07:54:35 UTC",38.7425,-122.7250,1.0,1.20, 9,"Northern California"
pr,13308002,0,"Monday, November  4, 2013 07:46:05 UTC",18.0275,-67.1873,1.0,16.00, 3,"Mona Passage, Puerto Rico"
ak,10837431,1,"Monday, November  4, 2013 07:34:34 UTC",61.0814,-145.7466,1.9,32.20,14,"Southern Alaska"
nc,72100956,5,"Monday, November  4, 2013 07:21:16 UTC",40.5923,-124.0940,1.9,18.10,28,"Northern California"
uu,60043572,2,"Monday, November  4, 2013 07:15:55 UTC",44.6013,-110.4068,2.1,2.70, 8,"Yellowstone National Park, Wyoming"
nc,72100946,1,"Monday, November  4, 2013 07:04:20 UTC",36.7702,-121.4895,2.0,4.70,33,"Central California"
nn,00428372,1,"Monday, November  4, 2013 06:39:16 UTC",36.7245,-116.3356,1.1,5.70, 6,"Nevada"
ci,11387322,4,"Monday, November  4, 2013 06:38:18 UTC",34.0092,-117.1862,1.1,13.80,34,"Greater Los Angeles area, California"
nc,72100936,1,"Monday, November  4, 2013 06:29:01 UTC",38.8122,-122.7918,1.4,3.30,25,"Northern California"
nc,72100926,0,"Monday, November  4, 2013 06:12:57 UTC",35.9970,-120.5628,2.5,0.90, 7,"Central California"
at,00mvq5vl,1,"Monday, November  4, 2013 05:57:21 UTC",41.1770,-126.8370,5.0,10.00,38,"off the coast of Northern California"
pr,13308001,0,"Monday, November  4, 2013 05:46:59 UTC",18.1070,-67.4022,2.2,34.00, 4,"Mona Passage, Puerto Rico"
ak,10837418,1,"Monday, November  4, 2013 05:26:55 UTC",60.5037,-141.5252,1.9,9.70,18,"Southern Alaska"
ak,10837411,1,"Monday, November  4, 2013 04:55:35 UTC",60.8085,-149.9190,1.2,32.70, 4,"Kenai Peninsula, Alaska"
uu,60043567,2,"Monday, November  4, 2013 04:09:56 UTC",42.0075,-112.6203,1.6,3.40,16,"Utah"
ak,10837403,2,"Monday, November  4, 2013 03:45:09 UTC",53.4120,-163.6557,3.2,24.60,14,"Unimak Island region, Alaska"
nc,72100901,4,"Monday, November  4, 2013 03:39:30 UTC",40.5457,-121.6700,1.6,7.50,12,"Northern California"
ak,10837394,2,"Monday, November  4, 2013 02:55:36 UTC",61.1893,-150.8671,1.9,62.90,23,"Southern Alaska"
ci,11387290,4,"Monday, November  4, 2013 02:53:04 UTC",35.1468,-118.7402,1.6,1.60,18,"Central California"
ak,10837389,1,"Monday, November  4, 2013 02:49:18 UTC",63.5141,-149.0482,1.6,100.00, 4,"Central Alaska"
ak,10837385,1,"Monday, November  4, 2013 02:45:00 UTC",61.9881,-151.0418,1.8,78.20,22,"Southern Alaska"
uu,60043562,4,"Monday, November  4, 2013 02:23:22 UTC",44.7570,-110.8322,2.3,5.40,24,"Yellowstone National Park, Wyoming"
nc,72100876,0,"Monday, November  4, 2013 02:09:49 UTC",38.7447,-122.7265,1.0,1.60,10,"Northern California"
ci,11387274,4,"Monday, November  4, 2013 01:40:21 UTC",33.8530,-117.8078,1.3,8.10,34,"Greater Los Angeles area, California"
nc,72100866,1,"Monday, November  4, 2013 01:30:18 UTC",38.8187,-122.8113,1.2,3.50,26,"Northern California"
uw,60622792,2,"Monday, November  4, 2013 01:29:14 UTC",46.5527,-122.3402,1.4,7.00,33,"Washington"
pr,13308000,0,"Monday, November  4, 2013 00:58:56 UTC",18.5223,-67.3983,2.6,15.00, 9,"Puerto Rico region"
ci,11387250,5,"Monday, November  4, 2013 00:42:10 UTC",36.0320,-117.7678,1.7,2.40,27,"Central California"
ci,11387234,4,"Monday, November  4, 2013 00:23:42 UTC",33.6382,-116.6960,1.1,15.70,29,"Southern California"
ci,11387226,4,"Monday, November  4, 2013 00:22:59 UTC",34.2797,-118.4558,1.3,10.80,20,"Greater Los Angeles area, California"
ak,10837338,2,"Sunday, November  3, 2013 23:47:38 UTC",60.2753,-152.2806,1.4,81.70,21,"Southern Alaska"
ak,10840347,2,"Sunday, November  3, 2013 23:45:18 UTC",67.8578,-141.1980,2.4,17.30,12,"northern Alaska"
ak,10837336,3,"Sunday, November  3, 2013 23:42:17 UTC",59.7788,-152.5793,2.0,85.40,38,"Southern Alaska"
ak,10837335,2,"Sunday, November  3, 2013 23:34:11 UTC",62.6515,-149.9753,1.0,70.80,15,"Central Alaska"
ak,10840344,2,"Sunday, November  3, 2013 23:28:42 UTC",60.3879,-139.5751,1.4,16.50,12,"Southern Yukon Territory, Canada"
ak,10840343,2,"Sunday, November  3, 2013 23:16:15 UTC",67.1035,-142.5976,2.7,9.80, 9,"northern Alaska"
ak,10837330,2,"Sunday, November  3, 2013 22:53:24 UTC",60.1905,-152.0462,1.7,75.40,25,"Southern Alaska"
ak,10840341,2,"Sunday, November  3, 2013 22:46:18 UTC",53.3423,-163.5810,2.5,25.50,11,"Unimak Island region, Alaska"
nc,72100801,1,"Sunday, November  3, 2013 22:24:25 UTC",40.1878,-121.0263,2.2,0.00,31,"Northern California"
uw,60622747,1,"Sunday, November  3, 2013 22:17:08 UTC",49.4468,-120.5008,2.2,0.00,12,"British Columbia, Canada"
ak,10837320,2,"Sunday, November  3, 2013 22:09:18 UTC",59.8580,-151.0356,2.1,63.00,53,"Kenai Peninsula, Alaska"
pr,13307007,0,"Sunday, November  3, 2013 22:04:34 UTC",18.0279,-65.3981,2.2,18.00, 4,"Puerto Rico region"
ak,10840339,2,"Sunday, November  3, 2013 22:00:00 UTC",63.1284,-150.8632,1.5,128.70,22,"Central Alaska"
ci,11387194,2,"Sunday, November  3, 2013 21:59:29 UTC",36.0080,-118.0045,1.0,7.40, 9,"Central California"
ak,10840338,2,"Sunday, November  3, 2013 21:36:56 UTC",60.4904,-141.4409,1.2,11.70,14,"Southern Alaska"
ak,10837306,3,"Sunday, November  3, 2013 21:33:49 UTC",53.3824,-163.5573,2.8,15.60,17,"Unimak Island region, Alaska"
ak,10837301,2,"Sunday, November  3, 2013 21:25:36 UTC",62.1303,-151.4006,1.6,85.40,30,"Central Alaska"
nc,72100786,3,"Sunday, November  3, 2013 21:23:45 UTC",39.6132,-123.4787,1.8,2.40,25,"Northern California"
ci,11387186,4,"Sunday, November  3, 2013 21:19:36 UTC",33.9473,-115.9940,1.3,8.60,36,"Southern California"
nc,72100776,0,"Sunday, November  3, 2013 21:16:35 UTC",38.7630,-122.9122,1.2,6.60, 6,"Northern California"
ci,11387178,6,"Sunday, November  3, 2013 21:13:38 UTC",35.6755,-117.5140,2.4,1.30,33,"Southern California"
ak,10837294,2,"Sunday, November  3, 2013 20:35:22 UTC",60.8375,-150.7189,1.6,46.10,32,"Kenai Peninsula, Alaska"
ak,10837288,2,"Sunday, November  3, 2013 20:09:48 UTC",63.3303,-147.0835,1.2,5.70,21,"Central Alaska"
nc,72101831,2,"Sunday, November  3, 2013 19:33:56 UTC",40.5475,-121.6680,1.0,6.80, 9,"Northern California"
ci,11387170,5,"Sunday, November  3, 2013 19:27:29 UTC",33.2112,-116.0625,1.9,8.30,59,"Southern California"
nc,72100736,3,"Sunday, November  3, 2013 19:01:49 UTC",40.5527,-121.6625,1.6,7.50,17,"Northern California"
nc,72100731,0,"Sunday, November  3, 2013 18:43:32 UTC",38.8372,-122.7988,1.0,2.50,17,"Northern California"
nc,72100721,1,"Sunday, November  3, 2013 18:38:12 UTC",38.8172,-122.7608,1.5,2.20,26,"Northern California"
ak,10837269,1,"Sunday, November  3, 2013 18:06:09 UTC",60.7180,-141.8827,1.6,41.60, 4,"Southern Alaska"
ak,10837266,2,"Sunday, November  3, 2013 17:52:54 UTC",54.0418,-166.4834,2.5,114.60,16,"Fox Islands, Aleutian Islands, Alaska"
ak,10837260,3,"Sunday, November  3, 2013 17:51:50 UTC",60.9645,-150.2733,3.0,42.00,73,"Kenai Peninsula, Alaska"
ak,10837256,2,"Sunday, November  3, 2013 17:42:19 UTC",62.2015,-145.6583,1.8,18.50,21,"Central Alaska"
mb,29494,1,"Sunday, November  3, 2013 17:40:36 UTC",45.5038,-112.4966,2.6,0.00,23,"western Montana"
ak,10840330,2,"Sunday, November  3, 2013 17:36:24 UTC",63.6117,-149.9232,1.3,114.50,19,"Central Alaska"
ak,10837247,2,"Sunday, November  3, 2013 17:29:07 UTC",63.1915,-150.0073,2.8,98.80,77,"Central Alaska"
ci,11387138,5,"Sunday, November  3, 2013 17:22:39 UTC",33.2657,-116.0017,1.2,5.90,32,"Southern California"
ci,11387130,5,"Sunday, November  3, 2013 17:03:19 UTC",33.2667,-115.9975,2.6,5.90,70,"Southern California"
pr,13307004,0,"Sunday, November  3, 2013 16:59:09 UTC",18.0200,-66.2847,2.2,7.00,13,"Puerto Rico"
ak,10837235,2,"Sunday, November  3, 2013 16:44:47 UTC",61.6054,-148.2679,2.1,9.20,37,"Southern Alaska"
ci,11387122,5,"Sunday, November  3, 2013 16:42:28 UTC",33.2622,-115.9985,1.5,5.00,42,"Southern California"
nc,72100686,1,"Sunday, November  3, 2013 16:26:16 UTC",38.7728,-122.9070,1.5,5.50,26,"Northern California"
pr,13307006,0,"Sunday, November  3, 2013 16:14:02 UTC",18.1495,-67.3421,2.2,14.00, 8,"Mona Passage, Puerto Rico"
nc,72100671,0,"Sunday, November  3, 2013 16:02:55 UTC",38.7703,-122.9157,1.4,6.00,15,"Northern California"
ak,10837225,2,"Sunday, November  3, 2013 15:37:16 UTC",63.0828,-150.9942,1.6,124.00,18,"Central Alaska"
ak,10837224,2,"Sunday, November  3, 2013 15:31:39 UTC",62.1752,-149.6110,1.3,62.00,22,"Central Alaska"
nc,72100666,2,"Sunday, November  3, 2013 15:29:07 UTC",40.5433,-121.6668,2.3,7.70,19,"Northern California"
nc,72100661,4,"Sunday, November  3, 2013 15:27:37 UTC",37.6142,-118.4220,1.1,8.90,26,"Central California"
hv,60586531,2,"Sunday, November  3, 2013 15:24:36 UTC",19.3822,-155.2390,2.1,2.80,42,"Island of Hawaii, Hawaii"
ak,10840325,2,"Sunday, November  3, 2013 15:19:00 UTC",61.5199,-146.5733,1.4,5.90,19,"Southern Alaska"
ci,11387090,5,"Sunday, November  3, 2013 15:18:01 UTC",33.7902,-118.3008,1.7,10.30,25,"Greater Los Angeles area, California"
ak,10837214,3,"Sunday, November  3, 2013 14:58:28 UTC",50.9645,-177.9307,3.1,25.70,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837212,1,"Sunday, November  3, 2013 14:56:30 UTC",59.4321,-140.5130,1.9,17.30, 6,"Southeastern Alaska"
pr,13307003,0,"Sunday, November  3, 2013 14:45:20 UTC",18.4158,-67.4022,2.7,19.00, 8,"Mona Passage, Puerto Rico"
hv,60586526,1,"Sunday, November  3, 2013 14:37:59 UTC",20.1308,-155.7858,2.5,24.40,36,"Hawaii region, Hawaii"
hv,60586521,2,"Sunday, November  3, 2013 14:17:58 UTC",19.3775,-155.2333,2.2,3.40,43,"Island of Hawaii, Hawaii"
ak,10837206,2,"Sunday, November  3, 2013 14:02:06 UTC",61.1443,-150.6868,1.2,16.70,21,"Southern Alaska"
ak,10840321,2,"Sunday, November  3, 2013 13:57:08 UTC",62.1367,-150.1684,1.2,14.80,14,"Central Alaska"
ak,10837202,2,"Sunday, November  3, 2013 13:23:15 UTC",64.5887,-149.7791,1.4,14.70,21,"Central Alaska"
pr,13307002,0,"Sunday, November  3, 2013 13:18:37 UTC",17.8901,-67.0065,2.8,17.00,15,"Puerto Rico region"
nc,72100641,4,"Sunday, November  3, 2013 13:08:05 UTC",40.8275,-122.1368,1.6,13.30,14,"Northern California"
nc,72100636,1,"Sunday, November  3, 2013 12:47:34 UTC",36.6407,-121.2575,2.1,7.10,30,"Central California"
nc,72100631,1,"Sunday, November  3, 2013 12:45:20 UTC",38.8172,-122.7950,1.4,3.20,32,"Northern California"
ak,10837195,2,"Sunday, November  3, 2013 12:39:18 UTC",60.4914,-141.4212,1.5,11.80,15,"Southern Alaska"
ak,10837190,1,"Sunday, November  3, 2013 12:37:52 UTC",59.9470,-141.7926,1.6,15.00, 6,"Southeastern Alaska"
ak,10837188,2,"Sunday, November  3, 2013 12:16:11 UTC",51.7894,-177.6152,2.5,72.40,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837185,2,"Sunday, November  3, 2013 12:09:47 UTC",59.8288,-152.7170,2.2,83.00,49,"Southern Alaska"
ak,10840316,2,"Sunday, November  3, 2013 12:07:29 UTC",60.4963,-141.4203,1.4,9.40,17,"Southern Alaska"
ak,10837182,2,"Sunday, November  3, 2013 12:04:24 UTC",53.4112,-163.6759,2.8,25.10,13,"Unimak Island region, Alaska"
ak,10837181,2,"Sunday, November  3, 2013 11:55:35 UTC",61.0301,-151.3938,1.4,72.10,21,"Southern Alaska"
pr,13307005,0,"Sunday, November  3, 2013 11:48:40 UTC",17.9470,-66.2841,1.6,10.00, 5,"Puerto Rico"
ci,11387050,5,"Sunday, November  3, 2013 11:36:38 UTC",32.8953,-116.4010,1.2,14.30,31,"Southern California"
ak,10837172,2,"Sunday, November  3, 2013 11:35:49 UTC",60.0052,-153.0628,2.8,109.20,88,"Southern Alaska"
pr,13307001,0,"Sunday, November  3, 2013 11:34:02 UTC",17.9820,-66.2863,2.3,9.00,11,"Puerto Rico"
ak,10837155,2,"Sunday, November  3, 2013 11:09:08 UTC",62.5144,-149.2541,1.4,10.00,20,"Central Alaska"
ak,10840311,2,"Sunday, November  3, 2013 10:46:48 UTC",62.3864,-153.5265,1.5,4.50,15,"Central Alaska"
uu,60043492,2,"Sunday, November  3, 2013 10:11:56 UTC",44.1708,-110.1982,1.5,6.40,12,"Yellowstone National Park, Wyoming"
ak,10837139,2,"Sunday, November  3, 2013 10:02:19 UTC",62.4746,-149.7916,2.2,59.40,35,"Central Alaska"
ak,10837135,3,"Sunday, November  3, 2013 09:59:44 UTC",51.7460,-175.1214,2.2,39.90,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837137,2,"Sunday, November  3, 2013 09:57:13 UTC",51.3095,-177.0412,1.7,13.10,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10837133,2,"Sunday, November  3, 2013 09:56:49 UTC",60.5787,-143.0219,1.0,10.30,12,"Southern Alaska"
ak,10840306,2,"Sunday, November  3, 2013 09:54:01 UTC",62.7290,-149.5193,1.0,17.10,16,"Central Alaska"
ak,10837126,2,"Sunday, November  3, 2013 09:37:11 UTC",63.2997,-149.6932,1.7,99.10,29,"Central Alaska"
ak,10840304,2,"Sunday, November  3, 2013 09:36:09 UTC",60.1133,-152.8185,1.8,109.90,21,"Southern Alaska"
